Shopify SKU,Supplier SKU,UPC,Model Number,Product Type,Manufacturer Weblink,Cost,Shipping Fee,List Price,Lowest Price,Lowest Price Link,MAP Price,MSRP,Notes,Shipping Length,Shipping Width,Shipping Height,Shipping Weight,Shipping Class,Shipping NMFC,Shipping Sub,Shipping Additional Info,Shipping Method
110100,110100,,GS650,Chippers/Shredders,https://mechmaxx.com/products/mechmaxx-4-inch-wood-chipper-196cc-6-5hp-gs650,1039,,1299,1299,,1299,1299,,35,23,37,273,70,123950,,,
110101,110101,,GS650,Chippers/Shredders,https://mechmaxx.com/products/mechmaxx-gs650-4-inch-wood-chipper-196cc-6-5hp,1439,,1799,1799,,1799,1799,,35,23,37,273,70,123950,,,
110200,110200,,GS1500,Chippers/Shredders,https://mechmaxx.com/products/gs1500?_pos=1&_sid=4a411f439&_ss=r,1699,,2099,2099,,2099,2099,,37,30,49,516,70,123950,,,
110200Y,110200Y,,GS1500,Chippers/Shredders,https://mechmaxx.com/products/5-inch-e-start-ducar-420cc-gasoline-engine-powered-wood-chipper-gs1500-110200y,1699,,2099,2099,,2099,2099,,37,30,49,516,70,123950,,,
110200K,110200K,,GS1500,Chippers/Shredders,https://mechmaxx.com/products/5-inch-e-start-kohler-408cc-gasoline-engine-powered-wood-chipper-model-gs1500,1999,,2499,2499,,2499,2499,,37,30,49,516,70,123950,,,
110400,110400,,PGS1500,Chippers/Shredders,https://mechmaxx.com/products/15hp-gasoline-engine-wood-chipper-shredder-machine-1?_pos=1&_sid=da9861652&_ss=r,1599,,2099,2099,,2099,2099,,44,30,45,481,77.5,123950,,,
110602,110602,,P4205,Chippers/Shredders,https://mechmaxx.com/products/gasoline-engine-self-feeding-electric-start-wood-chipper-p4205rato,1799,,2299,2299,,2299,2299,,43,30,50,606,70,123950,,,
110602Y,110602Y,,P4205,Chippers/Shredders,https://mechmaxx.com/products/5-inch-e-start-ducar-420cc-15hp-gasoline-engine-powered-disc-wood-chipper-with-taillight,1799,,2299,2299,,2299,2299,,43,30,50,606,70,123950,,,
110601,110601,,P4205,Chippers/Shredders,https://mechmaxx.com/products/5-in-wood-chipper?_pos=1&_sid=a13871dec&_ss=r,2199,,2799,2799,,2799,2799,,43,31,50,610,70,123950,,,
110802,110802,,P4206,Chippers/Shredders,https://mechmaxx.com/products/gasoline-engine-self-feeding-wood-shredder-chipper-p4206rato?_pos=1&_sid=3d5dcd38d&_ss=r,1899,,2399,2399,,2399,2399,Pre-Order,43,30,50,617,70,123950,,,
110802Y,110802Y,,P4206,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-ducar-420cc-15hp-gasoline-engine-powered-drum-wood-chipper-model-p4206,1899,,2399,2399,,2399,2399,Pre-Order,43,30,50,617,70,123950,,,
110802R,110802R,,P4206,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-ducar-420cc-15hp-gasoline-engine-powered-drum-wood-chipper-p4206,1899,,2399,2399,,2399,2399,Pre-Order,43,30,50,617,70,123950,,,
110801,110801,,P4206,Chippers/Shredders,https://mechmaxx.com/products/110801deposit-6-inch-e-start-b-s-vanguard-408cc-14hp-gasoline-engine-powered-drum-wood-chipper-model-p4206?_pos=1&_sid=37cdb9cba&_ss=r,2199,,2799,2799,,2799,2799,Pre-Order,43,30,50,626,70,123950,,,
110801Y,110801Y,,P4206,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-b-s-vanguard-408cc-14hp-gasoline-engine-powered-drum-wood-chipper-p4206-110801y,2199,,2799,2799,,2799,2799,Pre-Order,43,30,50,626,70,,,,
110803,110803,,B150,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-rato-420cc-15hp-gas-powered-4-wheel-drum-wood-chipper-with-taillight-model-b150?_pos=1&_sid=2571a7566&_ss=r,2099,,2599,2599,,2599,2599,,43,30,50,657,70,123950,,,
110803Y,110803Y,,B150,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-ducar-420cc-15hp-gas-powered-4-wheel-drum-wood-chipper-with-taillight-b150,2099,,2599,2599,,2599,2599,,43,30,50,657,70,,,,
110804,110804,,B150,Chippers/Shredders,https://mechmaxx.com/products/6-inch-e-start-kohler-429cc-14hp-gas-powered-4-wheel-drum-wood-chipper-with-taillight-b150?_pos=1&_sid=65dbad5b9&_ss=r,2399,,2999,2999,,2999,2999,,43,30,50,670,70,123950,,,
110805,110805,,B150,Chippers/Shredders,https://mechmaxx.com/products/6-inch-honda-gasoline-engine-powered-4-wheel-drum-wood-chipper-with-taillight-b150?_pos=1&_sid=0dc5c38fb&_ss=r,2799,,3499,3499,,3499,3499,,43,31,50,657,70,123950,,,
110810,110810,,B200,Chippers/Shredders,https://mechmaxx.com/products/8-inch-zonsen-e-start-999cc-35hp-gas-powered-4-wheel-drum-wood-chipper-with-taillight-b200?_pos=1&_sid=89ed41d4b&_ss=r,2899,,3599,3599,,3599,3599,Pre-Order,50,30,49,807,70,123950,,,
110811,110811,,B200,Chippers/Shredders,https://mechmaxx.com/products/8-inch-zonsen-e-start-999cc-35hp-gas-powered-4-wheel-drum-wood-chipper-with-taillight-b200-copy,4299,,5399,5399,,5399,5399,,50,31,50,785,70,123950,,,
110700,110700,,DCH7,Chippers/Shredders,https://mechmaxx.com/products/25hp-740cc-twin-cylinder-gas-engine-6-hydraulic-feeding-wood-chipper-model-dch6?_pos=1&_sid=f3bb20bec&_ss=r,5399,,6399,6399,,6399,6399,,89,45,55,1634,85,133300,,,
110700H,110700H,,DCH7,Chippers/Shredders,https://mechmaxx.com/products/twin-cylinder-petrol-engine-7-hydraulic-feeding-wood-chipper-dch7h,7099,,8599,8599,,8599,8599,,89,45,55,1556,85,123950,,,
110701,110701,,TX1000,Chippers/Shredders,https://mechmaxx.com/products/8-inch-zonsen-e-start-1000cc-35hp-gas-powered-wood-chipper-with-intelligent-feeding-system-tx1000?_pos=1&_sid=8e770cd12&_ss=r,11999,,14699,14699,,14699,14699,,89,51,55,2197,70,123950,,,
130200,130200,,SGR1500,Stump Grinders,https://mechmaxx.com/products/tree-root-stump-grinder-with-15hp-gasoline-engine?_pos=1&_sid=540535054&_ss=r,1399,,1799,1799,,1799,1799,,30,45,30,309,77.5,119130,,,
130300,130300,,SG380,Stump Grinders,https://mechmaxx.com/products/15-inch-15hp-420cc-ducar-e-start-stump-grinder-with-tow-bar-sg380,1599,,2099,2099,,2099,2099,,45,30,30,370,70,,,,
130300R,130300R,,SG380,Stump Grinders,https://mechmaxx.com/products/15-inch-15hp-420cc-electric-start-stump-grinder-with-tow-bar,1599,,2099,2099,,2099,2099,,45,30,30,370,70,,,,
130400,130400,,SG380,Stump Grinders,https://mechmaxx.com/products/15-inch-14hp-429cc-kohler-e-start-stump-grinder-with-tow-bar,1999,,2599,2599,,2599,2599,,45,30,30,384,70,,,,
130400Y,130400Y,,SG380,Stump Grinders,https://mechmaxx.com/products/15-inch-14hp-429cc-kohler-e-start-stump-grinder-with-tow-bar-sg380,1999,,2599,2599,,2599,2599,,45,30,30,384,70,,,,
120100,120100,,TCR650,Mini Trenchers,https://mechmaxx.com/products/mechmaxx-gasoline-mini-trencher-tcr650?_pos=1&_sid=a3382fc40&_ss=r,2099,,2299,2299,,2299,2299,Sold Out,41,31,34,393,70,,,,
120200,120200,,TCR1500,Mini Trenchers,https://mechmaxx.com/products/15hp-420cc-e-start-powered-24-ditching-trencher-tcr1500-120200,2159,,2699,2699,,2699,2699,,45,30,34,471,70,,,,
120200R,120200R,,TCR1500,Mini Trenchers,https://mechmaxx.com/products/mechmaxx-gasoline-mini-trencher-tcr1500,2159,,2699,2699,,2699,2699,,45,30,34,471,70,,,,
120201,120201,,TCR1500,Mini Trenchers,https://mechmaxx.com/products/14hp-429cc-kohler-e-start-24-ditching-mini-trencher-tcr1500-120201,2399,,2999,2999,,2999,2999,,46,30,34,475,70,,,,
120201R,120201R,,TCR1500,Mini Trenchers,https://mechmaxx.com/products/14hp-429cc-kohler-e-start-24-ditching-mini-trencher-model-tcr1500,2399,,2999,2999,,2999,2999,,46,30,34,475,70,,,,
100101,100101,,T25,Mini Dumpers,https://mechmaxx.com/products/660lbs-capacity-7hp-gas-powered-wheelbarrow-steel-dump-cart-t25-4f-1r-gearbox?_pos=1&_sid=ccd1ae534&_ss=r,1499,,1899,1899,,1899,1899,,52,30,34,344,92.5,,,,
100200,100200,,T30,Mini Dumpers,https://mechmaxx.com/products/660lbs-capacity-7hp-gas-powered-wheelbarrow-cart-t30?_pos=1&_sid=90024604f&_ss=r,1499,,1899,1899,,1899,1899,,44,30,34,364,77.5,,,,
100500,100500,,D50MA,Mini Dumpers,https://mechmaxx.com/products/500kg-loading-gasoline-engine-powered-tracked-mini-dumper?_pos=1&_sid=f9595bc97&_ss=r,2499,,3199,3199,,3199,3199,,66,30,44,585,92.5,,,,
100900,100900,,D50HTFL,Mini Dumpers,https://mechmaxx.com/products/500kg-loading-tracked-mini-dumper-transporter-with-high-lift?_pos=1&_sid=db5f44a5e&_ss=r,3199,,3999,3999,,3999,3999,Pre-Order,76,30,51,1012,70,193100,,,
101300,101300,,T80FL,Mini Dumpers,https://mechmaxx.com/products/1800lb-420cc-e-start-gas-engine-stand-on-hydraulic-track-dumper-with-self-loading-model-t80?_pos=1&_sid=cd7751d37&_ss=r,5039,,6299,6299,,6299,6299,Sold Out,72,30,51,1301,70,,,,
101301,101301,,T80HL,Mini Dumpers,https://mechmaxx.com/products/1100lb-420cc-e-start-gas-engine-stand-on-hydraulic-track-dumper-hydraulic-tipping-and-lifting-with-self-loading-t80hl?_pos=1&_sid=b7e917514&_ss=r,5499,,7299,7299,,7299,7299,,79,31,52,1753,65,,,,
101200,101200,,E50,Mini Dumpers,https://mechmaxx.com/products/500kg-loading-electric-power-barrow-for-sale,1659,,2399,2399,,2399,2399,,52,30,34,460,77.5,,,,
101200Y,101200Y,,E50,Mini Dumpers,https://mechmaxx.com/products/mechmaxx-1100lbs-loading-battery-powered-barrow-electric-mini-dumper-for-sale-1000w-48v-brushless-dc-motor-e50,1659,,2399,2399,,2399,2399,,52,30,34,460,77.5,,,,
101201,101201,,EH50,Mini Dumpers,https://mechmaxx.com/products/1100-lb-1000w-dc-motor-48v-battery-powered-hydraulic-tipping-dump-cart-model-eh50,1799,,2799,2799,,2799,2799,,56,30,34,538,70,,,,
101201R,101201R,,EH50,Mini Dumpers,https://mechmaxx.com/products/1100-lb-1000w-dc-motor-48v-battery-powered-hydraulic-tipping-dump-cart-eh50,1799,,2799,2799,,2799,2799,,56,30,34,538,70,,,,
150134,150134,,EFS 48,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-efs48,1399,,1699,1699,,1699,1699,,57,30,28,470,70,125835,,,
150134G,150134G,,EFS 48,Flail Mowers,https://mechmaxx.com/products/48-light-duty-flail-mower-3-point-15-35hp-pto-driven-efs48?_pos=3&_sid=0400838db&_ss=r,1399,,1699,1699,,1699,1699,,57,30,28,470,70,125835,,,
150135,150135,,EFS 60,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-efs60,1499,,1899,1899,,1899,1899,,66,30,28,529,70,125835,,,
150135G,150135G,,EFS 60,Flail Mowers,https://mechmaxx.com/products/60-light-duty-flail-mower-3-point-15-35hp-pto-driven-efs60?_pos=2&_sid=992151373&_ss=r,1499,,1899,1899,,1899,1899,,66,30,28,529,70,125835,,,
150137,150137,,NAM 60,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-nam60?_pos=1&_sid=ccc72c0fa&_ss=r,1999,,2499,2499,,2499,2499,,70,33,28,688,70,125835,,,
150138,150138,,NAM 68,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-nam68,2099,,2599,2599,,2599,2599,,78,34,26,800,70,125835,,,
150139,150139,,NAM 72,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-nam72,2199,,2799,2799,,2799,2799,,82,33,28,789,70,125835,,,
150141,150141,,NAM 68H,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-nam68h,2299,,2899,2899,,2899,2899,,78,33,28,820,70,125835,,,
150142,150142,,NAM 72H,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-nam72h,2399,,3199,3199,,3199,3199,,82,33,28,871,70,125835,,,
150205,150205,,KDK 63H,Flail Mowers,https://mechmaxx.com/products/63-heavy-duty-pto-flail-mower-with-hydraulic-side-shift-3-point-50-75-hp-kdk63h?_pos=1&_sid=603c2f4ae&_ss=r,2699,,3599,3599,,3599,3599,,74,38,28,1168,65,125835,,,
150206,150206,,KDK 72H,Flail Mowers,https://mechmaxx.com/products/72-heavy-duty-pto-flail-mower-with-hydraulic-side-shift-3-point-50-75-hp-kdk72h,2899,,3899,3899,,3899,3899,,82,38,28,1232,65,125835,,,
150207,150207,,KDK 78H,Flail Mowers,https://mechmaxx.com/products/78-heavy-duty-pto-flail-mower-with-hydraulic-side-shift-3-point-50-85-hp-kdk78h,3099,,4099,4099,,4099,4099,,90,38,28,1307,65,125835,,,
150208,150208,,KDK 87H,Flail Mowers,https://mechmaxx.com/products/87-heavy-duty-pto-flail-mower-with-hydraulic-side-shift-3-point-50-90-hp-kdk87h,3299,,4599,4599,,4599,4599,,97,38,25,1389,65,125835,,,
150143,150143,,VAM 48,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-vam48,1899,,2499,2499,,2499,2499,,57,28,29,732,65,125835,,,
150143G,150143G,,VAM 48,Flail Mowers,https://mechmaxx.com/products/48-standard-3-point-offset-flail-ditch-bank-mower-25-50hp-vam48,1899,,2499,2499,,2499,2499,,57,28,29,732,65,125835,,,
150144,150144,,VAM 60,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-vam57,1999,,2699,2699,,2699,2699,,67,30,28,736,65,125835,,,
150144G,150144G,,VAM 60,Flail Mowers,https://mechmaxx.com/products/60-standard-3point-offset-flail-ditch-bank-mower-25-60hp-vam60,1999,,2699,2699,,2699,2699,,67,30,28,736,65,125835,,,
150145,150145,,VAM 65,Flail Mowers,https://mechmaxx.com/products/mechmaxx-3point-flail-mower-vam65,2299,,2999,2999,,2999,2999,,74,30,29,789,70,125835,,,
150145G,150145G,,VAM 65,Flail Mowers,https://mechmaxx.com/products/65-standard-3-point-offset-flail-ditch-bank-mower-30-60hp-vam65,2299,,2999,2999,,2999,2999,,74,30,29,789,70,125835,,,
150201,150201,,VAM72,Flail Mowers,https://mechmaxx.com/products/flail-mower-vam72,3299,,4099,4099,,4099,4099,,79,32,31,1336,65,125835,,,
150202,150202,,AGF72,Flail Mowers,https://mechmaxx.com/products/flail-mower-agf72?_pos=1&_sid=c54576631&_ss=r,3699,,4599,4599,,4599,4599,,91,38,35,1671,65,125835,,,
